scaffold	start	end	mid	sites	sitesUsed	ABBA	BABA	D	fd	fdM	fdM_zscore	fdM_pvalue	fdM_abs	fdM_pvalue_adj	fdM_sig_005	fdM_sig_001	fdM_pvalue_bonferroni	busco_ids	busco_descriptions	gene_count	busco_ids.500kb	gene_count.500kb
3	45500001	45600000	45549134	6963	2873	96.125	70.375	0.1547	0.0368	0.0235	-0.1035054352598265	0.9175618359525406	0.0235	0.9975364377295958	FALSE	FALSE	1	35131at8782	syntaxin-11	1	18393at8782,528at8782,35038at8782,18690at8782,46222at8782,16007at8782,26718at8782,28973at8782,40097at8782,2902at8782,35131at8782,31387at8782	12
3	45600001	45700000	45650423	7452	3030	68.5	43.75	0.2205	0.0356	0.0223	-0.1449843163823143	0.8847232546592432	0.0223	0.9975364377295958	FALSE	FALSE	1			0	528at8782,35038at8782,18690at8782,46222at8782,16007at8782,26718at8782,28973at8782,40097at8782,2902at8782,35131at8782,31387at8782,10280at8782,1673at8782	13
3	45700001	45800000	45750100	7564	3208	92.25	64.75	0.1752	0.0381	0.0233	-0.11041858211357443	0.9120774168419117	0.0233	0.9975364377295958	FALSE	FALSE	1			0	26718at8782,28973at8782,40097at8782,2902at8782,35131at8782,31387at8782,10280at8782,1673at8782	8
3	45800001	45900000	45848954	6517	2840	101	49	0.3467	0.0855	0.0549	0.9818586207786039	0.3261695037251138	0.0549	0.9975364377295958	FALSE	FALSE	1			0	2902at8782,35131at8782,31387at8782,10280at8782,1673at8782	5
3	45900001	46000000	45949756	6376	2670	84.25	42.75	0.3268	0.0683	0.0438	0.5981789703955919	0.549720521817368	0.0438	0.9975364377295958	FALSE	FALSE	1			0	2902at8782,35131at8782,31387at8782,10280at8782,1673at8782	5
3	46000001	46100000	46049488	6455	2701	63.75	59.75	0.0324	0.0065	0.004	-0.777537253500253	0.4368418642563232	0.004	0.9975364377295958	FALSE	FALSE	1	31387at8782	laforin	1	35131at8782,31387at8782,10280at8782,1673at8782	4
3	46100001	46200000	46146893	6244	2730	80.625	37.625	0.3636	0.0669	0.0434	0.5843526766880961	0.5589830584920672	0.0434	0.9975364377295958	FALSE	FALSE	1	31387at8782,10280at8782,1673at8782	laforin,F-box domain,SNF2-related, N-terminal domain	3	31387at8782,10280at8782,1673at8782	3
3	46200001	46300000	46250276	5831	2314	28.625	29.625	-0.0172	-0.002	-0.0012	-0.9572790716977002	0.33842641573356613	0.0012	0.9975364377295958	FALSE	FALSE	1	1673at8782	SNF2-related, N-terminal domain	1	31387at8782,10280at8782,1673at8782	3
3	46300001	46400000	46349562	5967	2463	63.125	40.875	0.2139	0.04	0.0251	-0.04820026042984275	0.9615566426375068	0.0251	0.9975364377295958	FALSE	FALSE	1			0	31387at8782,10280at8782,1673at8782	3
3	46400001	46500000	46447679	5942	2417	39.125	33.625	0.0756	0.0115	0.0071	-0.6703834772671596	0.502613364704438	0.0071	0.9975364377295958	FALSE	FALSE	1			0	31387at8782,10280at8782,1673at8782	3
3	46500001	46600000	46550726	6039	2378	30.625	42.875	-0.1667	-0.0225	-0.0139	-1.396263896910696	0.16263504140858442	0.0139	0.9975364377295958	FALSE	FALSE	1			0	31387at8782,10280at8782,1673at8782	3
3	46600001	46700000	46648718	5783	2301	34.125	43.125	-0.1165	-0.0179	-0.0117	-1.3202192815194682	0.18676181616589638	0.0117	0.9975364377295958	FALSE	FALSE	1			0	31387at8782,10280at8782,1673at8782,4670at8782	4
3	46700001	46800000	46751080	5737	2433	42.25	30	0.1696	0.0219	0.0138	-0.4387930576666028	0.6608114911011231	0.0138	0.9975364377295958	FALSE	FALSE	1			0	1673at8782,4670at8782	2
3	46800001	46900000	46852193	5571	2224	38.25	28.5	0.1461	0.0203	0.0129	-0.46990221850846864	0.6384248792205414	0.0129	0.9975364377295958	FALSE	FALSE	1			0	4670at8782	1
3	46900001	47000000	46949079	6214	2607	57.375	40.875	0.1679	0.0279	0.0174	-0.31435641429913946	0.7532503557407029	0.0174	0.9975364377295958	FALSE	FALSE	1			0	4670at8782,29022at8782	2
3	47000001	47100000	47052182	6353	2504	70.125	73.875	-0.026	-0.0066	-0.004	-1.0540631276501717	0.29185401613235196	0.004	0.9975364377295958	FALSE	FALSE	1			0	4670at8782,29022at8782	2
3	47100001	47200000	47149821	6852	2650	80.5	51.5	0.2197	0.0416	0.0267	0.007104914400140988	0.9943311461881177	0.0267	0.9988674040052263	FALSE	FALSE	1	4670at8782	SH3 domain	1	4670at8782,29022at8782,13317at8782	3
3	47200001	47300000	47249342	6408	2593	63.5	39.25	0.236	0.041	0.0262	-0.010177952734228939	0.9918793088577291	0.0262	0.9988674040052263	FALSE	FALSE	1	4670at8782	SH3 domain	1	4670at8782,29022at8782,13317at8782,14532at8782,24484at8782,36304at8782,19005at8782,4873at8782	8
3	47300001	47400000	47348444	6665	2675	42.25	43.25	-0.0117	-0.0018	-0.0011	-0.9538224982708262	0.340173499034075	0.0011	0.9975364377295958	FALSE	FALSE	1	4670at8782	SH3 domain	1	4670at8782,29022at8782,13317at8782,14532at8782,24484at8782,36304at8782,19005at8782,4873at8782,26204at8782,36734at8782	10
3	47400001	47500000	47449398	6956	2824	57	53.5	0.0317	0.0053	0.0033	-0.8017332674883709	0.4227072676841239	0.0033	0.9975364377295958	FALSE	FALSE	1	29022at8782	Sulfotransferase	1	4670at8782,29022at8782,13317at8782,14532at8782,24484at8782,36304at8782,19005at8782,4873at8782,26204at8782,36734at8782	10
3	47500001	47600000	47550435	5938	2423	33.5	46.25	-0.1599	-0.0231	-0.0142	-1.4066336171913179	0.15953605930031967	0.0142	0.9975364377295958	FALSE	FALSE	1	29022at8782	Sulfotransferase	1	4670at8782,29022at8782,13317at8782,14532at8782,24484at8782,36304at8782,19005at8782,4873at8782,26204at8782,36734at8782,35964at8782	11
3	47600001	47700000	47648184	5591	2296	32.25	25.25	0.1217	0.0121	0.0074	-0.6600137569865376	0.5092450011446932	0.0074	0.9975364377295958	FALSE	FALSE	1	13317at8782	Zinc finger, RanBP2-type	1	4670at8782,29022at8782,13317at8782,14532at8782,24484at8782,36304at8782,19005at8782,4873at8782,26204at8782,36734at8782,35964at8782,2643at8782	12
3	47700001	47800000	47751305	5959	2427	37.25	21	0.279	0.0281	0.0172	-0.3212695611528874	0.7480061214149105	0.0172	0.9975364377295958	FALSE	FALSE	1	13317at8782,14532at8782,24484at8782,36304at8782,19005at8782,4873at8782	Zinc finger, RanBP2-type,Ribonuclease Zc3h12a-like, NYN domain,peptidyl-prolyl cis-trans isomerase-like 4,glycoprotein integral membrane protein 1,katanin p60 ATPase-containing subunit A1,Serine/threonine-protein kinase LATS1	6	4670at8782,29022at8782,13317at8782,14532at8782,24484at8782,36304at8782,19005at8782,4873at8782,26204at8782,36734at8782,35964at8782,2643at8782	12
3	47800001	47900000	47850831	6099	2565	42.125	22.625	0.3012	0.0298	0.0192	-0.2521380926154078	0.8009343272319338	0.0192	0.9975364377295958	FALSE	FALSE	1	4873at8782,26204at8782,36734at8782	Serine/threonine-protein kinase LATS1,nucleoporin Nup43,Low-density lipoprotein (LDL) receptor class A repeat	3	4670at8782,29022at8782,13317at8782,14532at8782,24484at8782,36304at8782,19005at8782,4873at8782,26204at8782,36734at8782,35964at8782,2643at8782	12
3	47900001	48000000	47948985	5827	2246	58.5	48.25	0.096	0.0158	0.0107	-0.5459468338996963	0.5851024837352266	0.0107	0.9975364377295958	FALSE	FALSE	1			0	29022at8782,13317at8782,14532at8782,24484at8782,36304at8782,19005at8782,4873at8782,26204at8782,36734at8782,35964at8782,2643at8782,6876at8782,18063at8782,21537at8782,22684at8782	15
3	48000001	48100000	48047684	6614	2515	75.5	55.5	0.1527	0.0282	0.0187	-0.26942095974977764	0.7876057587307475	0.0187	0.9975364377295958	FALSE	FALSE	1	35964at8782	Iodotyrosine dehalogenase 1	1	29022at8782,13317at8782,14532at8782,24484at8782,36304at8782,19005at8782,4873at8782,26204at8782,36734at8782,35964at8782,2643at8782,6876at8782,18063at8782,21537at8782,22684at8782,14316at8782	16
3	48100001	48200000	48150726	5497	2279	49	45.75	0.0343	0.0053	0.0033	-0.8017332674883709	0.4227072676841239	0.0033	0.9975364377295958	FALSE	FALSE	1	2643at8782	Dbl homology (DH) domain	1	13317at8782,14532at8782,24484at8782,36304at8782,19005at8782,4873at8782,26204at8782,36734at8782,35964at8782,2643at8782,6876at8782,18063at8782,21537at8782,22684at8782,14316at8782	15
3	48200001	48300000	48253927	6307	2373	30.5	34.5	-0.0615	-0.007	-0.0044	-1.0678894213576677	0.28557039491536385	0.0044	0.9975364377295958	FALSE	FALSE	1	2643at8782	Dbl homology (DH) domain	1	13317at8782,14532at8782,24484at8782,36304at8782,19005at8782,4873at8782,26204at8782,36734at8782,35964at8782,2643at8782,6876at8782,18063at8782,21537at8782,22684at8782,14316at8782	15
3	48300001	48400000	48347941	7618	3035	94	58.25	0.2348	0.0471	0.0309	0.15228099832884823	0.8789653112640576	0.0309	0.9975364377295958	FALSE	FALSE	1			0	4873at8782,26204at8782,36734at8782,35964at8782,2643at8782,6876at8782,18063at8782,21537at8782,22684at8782,14316at8782	10
3	48400001	48500000	48446139	6541	2718	50.75	48.25	0.0253	0.0042	0.0026	-0.8259292814764888	0.40884420909673924	0.0026	0.9975364377295958	FALSE	FALSE	1	6876at8782,18063at8782,21537at8782,22684at8782	A-kinase anchor protein 12,zinc finger and BTB domain-containing protein 2,required for meiotic nuclear division protein 1 homolog,Domain of unknown function DUF89	4	35964at8782,2643at8782,6876at8782,18063at8782,21537at8782,22684at8782,14316at8782	7
3	48500001	48600000	48550875	6318	2528	72.75	43	0.257	0.051	0.0318	0.1833901591707141	0.854491896772515	0.0318	0.9975364377295958	FALSE	FALSE	1	22684at8782,14316at8782	Domain of unknown function DUF89,coiled-coil domain-containing protein 170	2	35964at8782,2643at8782,6876at8782,18063at8782,21537at8782,22684at8782,14316at8782,46628at8782,46281at8782	9
3	48600001	48700000	48648435	6103	2489	49	54	-0.0485	-0.0081	-0.0053	-1.0989985821995336	0.27176868432133783	0.0053	0.9975364377295958	FALSE	FALSE	1			0	2643at8782,6876at8782,18063at8782,21537at8782,22684at8782,14316at8782,46628at8782,46281at8782	8
3	48700001	48800000	48748057	5841	2322	33.125	50.375	-0.2066	-0.0335	-0.02	-1.607114875950009	0.10802917060999895	0.02	0.9975364377295958	FALSE	FALSE	1			0	2643at8782,6876at8782,18063at8782,21537at8782,22684at8782,14316at8782,46628at8782,46281at8782,24920at8782,40757at8782	10
3	48800001	48900000	48849893	5659	2333	24.375	19.375	0.1143	0.0106	0.0063	-0.6980360646821515	0.4851546401626743	0.0063	0.9975364377295958	FALSE	FALSE	1			0	6876at8782,18063at8782,21537at8782,22684at8782,14316at8782,46628at8782,46281at8782,24920at8782,40757at8782	9
3	48900001	49000000	48950798	6097	2541	66.5	40.25	0.2459	0.0444	0.0281	0.05549694237637669	0.9557425658282162	0.0281	0.9975364377295958	FALSE	FALSE	1			0	6876at8782,18063at8782,21537at8782,22684at8782,14316at8782,46628at8782,46281at8782,24920at8782,40757at8782	9
3	49000001	49100000	49049810	6158	2505	88.875	45.625	0.3216	0.0729	0.0443	0.6154618375299619	0.5382497644992918	0.0443	0.9975364377295958	FALSE	FALSE	1	46628at8782,46281at8782	Myc target protein 1,Glucagon/GIP/secretin/VIP	2	22684at8782,14316at8782,46628at8782,46281at8782,24920at8782,40757at8782	6
3	49100001	49200000	49149829	5843	2293	64.75	31.5	0.3455	0.0683	0.0408	0.49448176758937257	0.6209659795694829	0.0408	0.9975364377295958	FALSE	FALSE	1			0	46628at8782,46281at8782,24920at8782,40757at8782,32494at8782	5
3	49200001	49300000	49249060	6223	2535	39.75	35.25	0.06	0.0081	0.0051	-0.7395149458046393	0.459594367635898	0.0051	0.9975364377295958	FALSE	FALSE	1	24920at8782,40757at8782	F-box domain,Regulator of G-protein signaling 17	2	46628at8782,46281at8782,24920at8782,40757at8782,32494at8782	5
3	49300001	49400000	49351693	6669	2814	118.25	49.25	0.4119	0.0926	0.0561	1.0233375019010917	0.30614829816196987	0.0561	0.9975364377295958	FALSE	FALSE	1			0	46628at8782,46281at8782,24920at8782,40757at8782,32494at8782	5
3	49400001	49500000	49449595	6319	2690	77.75	40.75	0.3122	0.0628	0.0379	0.3942411382100271	0.6934030161222466	0.0379	0.9975364377295958	FALSE	FALSE	1			0	46628at8782,46281at8782,24920at8782,40757at8782,32494at8782,7943at8782	6
3	49500001	49600000	49546186	5067	1958	26.375	35.625	-0.1492	-0.022	-0.0141	-1.4031770437644437	0.16056405131339835	0.0141	0.9975364377295958	FALSE	FALSE	1			0	46628at8782,46281at8782,24920at8782,40757at8782,32494at8782,7943at8782	6
3	49600001	49700000	49653775	6133	2474	57.25	47.25	0.0957	0.0191	0.0115	-0.5182942464847045	0.6042529865958215	0.0115	0.9975364377295958	FALSE	FALSE	1	32494at8782	mu-type opioid receptor	1	24920at8782,40757at8782,32494at8782,7943at8782,1837at8782,31533at8782	6
3	49700001	49800000	49748862	6336	2563	59.5	55	0.0393	0.0075	0.0047	-0.7533412395121353	0.45124488320928724	0.0047	0.9975364377295958	FALSE	FALSE	1			0	24920at8782,40757at8782,32494at8782,7943at8782,1837at8782,31533at8782,39771at8782,15785at8782	8
3	49800001	49900000	49850645	5808	2351	67.75	41.25	0.2431	0.0495	0.0304	0.1349981311944783	0.8926133518966493	0.0304	0.9975364377295958	FALSE	FALSE	1			0	32494at8782,7943at8782,1837at8782,31533at8782,39771at8782,15785at8782	6
3	49900001	50000000	49949981	6247	2449	35.25	23	0.2103	0.021	0.0135	-0.44916277794722476	0.6533142364853846	0.0135	0.9975364377295958	FALSE	FALSE	1	7943at8782	RNA recognition motif domain	1	32494at8782,7943at8782,1837at8782,31533at8782,39771at8782,15785at8782	6
3	50000001	50100000	50050504	6769	2720	66	55	0.0909	0.0172	0.0106	-0.5494034073265702	0.5827286362762099	0.0106	0.9975364377295958	FALSE	FALSE	1			0	32494at8782,7943at8782,1837at8782,31533at8782,39771at8782,15785at8782	6
3	50100001	50200000	50148129	6676	2756	91.375	43.375	0.3562	0.0729	0.0479	0.7398984808974252	0.4593615962589779	0.0479	0.9975364377295958	FALSE	FALSE	1	1837at8782,31533at8782	Pleckstrin homology domain,rRNA adenine N(6)-methyltransferase	2	32494at8782,7943at8782,1837at8782,31533at8782,39771at8782,15785at8782	6
3	50200001	50300000	50249843	5595	2275	35	33.25	0.0256	0.0037	0.0024	-0.8328424283302368	0.40493360243844645	0.0024	0.9975364377295958	FALSE	FALSE	1	31533at8782,39771at8782,15785at8782	rRNA adenine N(6)-methyltransferase,Claudin,Ferric reductase, NAD binding domain	3	7943at8782,1837at8782,31533at8782,39771at8782,15785at8782,2165at8782	6
3	50300001	50400000	50349699	6182	2412	41.25	21.5	0.3147	0.036	0.0237	-0.09659228840607857	0.9230501808185299	0.0237	0.9975364377295958	FALSE	FALSE	1			0	7943at8782,1837at8782,31533at8782,39771at8782,15785at8782,2165at8782	6
3	50400001	50500000	50448548	5504	2202	38.5	45.5	-0.0833	-0.0152	-0.0097	-1.251087812981989	0.210902441366414	0.0097	0.9975364377295958	FALSE	FALSE	1			0	7943at8782,1837at8782,31533at8782,39771at8782,15785at8782,2165at8782	6
3	50500001	50600000	50550522	5892	2406	49.5	30	0.2453	0.0352	0.0216	-0.16918033037043212	0.8656548008598102	0.0216	0.9975364377295958	FALSE	FALSE	1			0	1837at8782,31533at8782,39771at8782,15785at8782,2165at8782	5
3	50600001	50700000	50650458	5679	2223	46.75	28	0.2508	0.0433	0.0263	-0.006721379307354978	0.994637155602875	0.0263	0.9988674040052263	FALSE	FALSE	1			0	1837at8782,31533at8782,39771at8782,15785at8782,2165at8782,48884at8782	6
3	50700001	50800000	50747917	5114	2024	48.375	26.625	0.29	0.0459	0.0287	0.07623638293762058	0.9392310375033444	0.0287	0.9975364377295958	FALSE	FALSE	1	2165at8782	SWI/SNF-like complex subunit BAF250, C-terminal	1	31533at8782,39771at8782,15785at8782,2165at8782,48884at8782	5
3	50800001	50900000	50849834	5823	2434	39.25	38.5	0.0096	0.0013	8e-4	-0.8881476031602206	0.3744613592461352	8e-4	0.9975364377295958	FALSE	FALSE	1	2165at8782	SWI/SNF-like complex subunit BAF250, C-terminal	1	2165at8782,48884at8782,15222at8782	3
3	50900001	51000000	50952283	5371	2217	42.125	30.375	0.1621	0.0258	0.015	-0.39731417654411505	0.691135794569985	0.015	0.9975364377295958	FALSE	FALSE	1	2165at8782	SWI/SNF-like complex subunit BAF250, C-terminal	1	2165at8782,48884at8782,15222at8782,12315at8782,53762at8782	5
3	51000001	51100000	51049226	5515	2252	29.375	39.875	-0.1516	-0.0226	-0.014	-1.39972047033757	0.16159704138336162	0.014	0.9975364377295958	FALSE	FALSE	1	2165at8782	SWI/SNF-like complex subunit BAF250, C-terminal	1	2165at8782,48884at8782,15222at8782,12315at8782,53762at8782,2624at8782	6
3	51100001	51200000	51149332	4960	2067	62.125	27.875	0.3806	0.0683	0.0453	0.6500275717987016	0.5156744119135481	0.0453	0.9975364377295958	FALSE	FALSE	1	48884at8782	Transmembrane protein 242	1	2165at8782,48884at8782,15222at8782,12315at8782,53762at8782,2624at8782,22410at8782	7
3	51200001	51300000	51250154	5924	2580	68	33.25	0.3432	0.0621	0.0374	0.37695827107565716	0.7062046160544628	0.0374	0.9975364377295958	FALSE	FALSE	1			0	2165at8782,48884at8782,15222at8782,12315at8782,53762at8782,2624at8782,22410at8782,51545at8782,16141at8782,19400at8782	10
3	51300001	51400000	51349489	6026	2492	50.25	44.75	0.0579	0.0099	0.0061	-0.7049492115358994	0.48084184331101953	0.0061	0.9975364377295958	FALSE	FALSE	1	15222at8782	SH3 domain	1	2165at8782,48884at8782,15222at8782,12315at8782,53762at8782,2624at8782,22410at8782,51545at8782,16141at8782,19400at8782,14601at8782,36309at8782	12
3	51400001	51500000	51452766	5769	2326	38.75	17	0.3901	0.0414	0.0257	-0.027460819868598867	0.9780921892688215	0.0257	0.9975364377295958	FALSE	FALSE	1	12315at8782,53762at8782	protein SERAC1,General transcription factor IIH subunit 5	2	2165at8782,48884at8782,15222at8782,12315at8782,53762at8782,2624at8782,22410at8782,51545at8782,16141at8782,19400at8782,14601at8782,36309at8782,9141at8782,27963at8782,32620at8782	15
3	51500001	51600000	51551927	5935	2585	23.5	39.75	-0.2569	-0.0278	-0.0174	-1.5172439668512854	0.12920509945565217	0.0174	0.9975364377295958	FALSE	FALSE	1	2624at8782	Tubby, C-terminal	1	2165at8782,48884at8782,15222at8782,12315at8782,53762at8782,2624at8782,22410at8782,51545at8782,16141at8782,19400at8782,14601at8782,36309at8782,9141at8782,27963at8782,32620at8782	15
3	51600001	51700000	51648937	6074	2488	39.5	24.25	0.2392	0.0293	0.0189	-0.2625078128960297	0.7929299626909025	0.0189	0.9975364377295958	FALSE	FALSE	1	2624at8782,22410at8782	Tubby, C-terminal,transmembrane protein 181	2	48884at8782,15222at8782,12315at8782,53762at8782,2624at8782,22410at8782,51545at8782,16141at8782,19400at8782,14601at8782,36309at8782,9141at8782,27963at8782,32620at8782,22905at8782,29184at8782,45004at8782	17
3	51700001	51800000	51747415	5749	2345	83	14	0.7113	0.1283	0.0846	2.0084609285601767	0.04459433395581658	0.0846	0.9975364377295958	FALSE	FALSE	1	22410at8782,51545at8782,16141at8782,19400at8782	transmembrane protein 181,Dynein light chain Tctex-1 like,synaptotagmin-like protein 3,FERM, C-terminal PH-like domain	4	15222at8782,12315at8782,53762at8782,2624at8782,22410at8782,51545at8782,16141at8782,19400at8782,14601at8782,36309at8782,9141at8782,27963at8782,32620at8782,22905at8782,29184at8782,45004at8782,37939at8782	17
3	51800001	51900000	51852695	5477	2278	50.625	15.625	0.5283	0.0697	0.0433	0.580896103261222	0.561310478794607	0.0433	0.9975364377295958	FALSE	FALSE	1	14601at8782,36309at8782	Rho GTPase-activating protein domain,Radial spoke 3	2	15222at8782,12315at8782,53762at8782,2624at8782,22410at8782,51545at8782,16141at8782,19400at8782,14601at8782,36309at8782,9141at8782,27963at8782,32620at8782,22905at8782,29184at8782,45004at8782,37939at8782	17
3	51900001	52000000	51949656	5539	2228	30.875	30.125	0.0123	0.0014	9e-4	-0.8846910297333465	0.3763232950433524	9e-4	0.9975364377295958	FALSE	FALSE	1	36309at8782,9141at8782,27963at8782,32620at8782	Radial spoke 3,Zinc finger C2H2-type,protein LTV1 homolog,RPEL repeat	4	12315at8782,53762at8782,2624at8782,22410at8782,51545at8782,16141at8782,19400at8782,14601at8782,36309at8782,9141at8782,27963at8782,32620at8782,22905at8782,29184at8782,45004at8782,37939at8782,687at8782	17
3	52000001	52100000	52049794	5685	2322	21.25	39.5	-0.3004	-0.031	-0.0196	-1.593288582242513	0.11109546689557503	0.0196	0.9975364377295958	FALSE	FALSE	1	32620at8782	RPEL repeat	1	2624at8782,22410at8782,51545at8782,16141at8782,19400at8782,14601at8782,36309at8782,9141at8782,27963at8782,32620at8782,22905at8782,29184at8782,45004at8782,37939at8782,687at8782,3720at8782	16
3	52100001	52200000	52149491	6262	2514	36.75	38	-0.0167	-0.0025	-0.0015	-0.9676487919783222	0.33321980061531975	0.0015	0.9975364377295958	FALSE	FALSE	1	22905at8782,29184at8782,45004at8782	Alpha-L-fucosidase, C-terminal,peroxisomal biogenesis factor 3,tRNA-specific adenosine deaminase	3	2624at8782,22410at8782,51545at8782,16141at8782,19400at8782,14601at8782,36309at8782,9141at8782,27963at8782,32620at8782,22905at8782,29184at8782,45004at8782,37939at8782,687at8782,3720at8782	16
3	52200001	52300000	52247200	5971	2359	24	22	0.0435	0.0037	0.0025	-0.8293858549033629	0.4068861030081441	0.0025	0.9975364377295958	FALSE	FALSE	1	37939at8782	androgen-induced gene 1 protein	1	22410at8782,51545at8782,16141at8782,19400at8782,14601at8782,36309at8782,9141at8782,27963at8782,32620at8782,22905at8782,29184at8782,45004at8782,37939at8782,687at8782,3720at8782,33011at8782,27654at8782	17
